|bagenni
LS|Bagenni|Bagenni|ōrum|m.|||Vagienni|0
GG|Bagenni|Bagenni|ōrum|m.||v. Vagenni.|Bagenni|Bagenni
GJ|Bagenni|Bagenni|Sil. 8, 605, Bagienni Varr. R. 1, 51, 2|v. Vagenni.
Ge|
FG|
Lw|
YO|
PO|
WW||||
|belliocassi
LS|
GG|Belliocassi|Belliocassi|ōrum|m.||peuple de la Gaule (Vexin)|Belliocassi|Belliocassi
GJ|Belliocassi|Belliocassi|ou Velliocassi ou Veliocasses|v. Bellocassi.
Ge|
FG|Belliocassi|Belliocassi ou Velliocassi ou Veliocasses, peuple de la Gaule (Vexin).
Lw|
YO|
PO|
WW||||
|bellonoti
LS|
GG|Bellonoti|Bellŏnŏti|ōrum|m.||v. Ballonoti.|Bellonoti|
GJ|Bellonoti|Bellŏnŏti||v. Ballonoti.
Ge|
FG|
Lw|
YO|
PO|
WW||||
|complurimi
LS|
GG|complurimi|complūrĭmi|ae, a|||v. complures.|complurimi|
GJ|complurimi|complurimi|ae, a|très nombreux.
Ge|
FG|
Lw|
YO|
PO|
WW||||
|cosetani
LS|
GG|Cosetani|Cosetani|ōrum|m.||c. Cessetania.|Cosetani|
GJ|Cosetani|Cosetani||c. Cossetani.
Ge|
FG|
Lw|
YO|
PO|
WW||||
|dioscori
LS|
GG|Dioscori|Dĭoscŏri|ōrum|m.||c. Dioscuri.|Dioscori|
GJ|Dioscori|Dĭoscŏri||c. Dioscuri.
Ge|
FG|
Lw|
YO|
PO|
WW||||
|duini
LS|
GG|duini|duīni|ae, a|||c. bini|duini|
GJ|duini|duini||c. bini.
Ge|
FG|
Lw|
YO|
PO|
WW||||
|duoviginti
LS|
GG|duoviginti|dŭŏvīginti||||c. duo et viginti|duoviginti|
GJ|duoviginti|dŭŏviginti|Err :509|vingt-deux.
Ge|duoviginti|duovīgintī||
FG|
Lw|
YO|
PO|
WW||||
|gaioceli
LS|
GG|Gaioceli|Gaioceli|ōrum|m.||v. Graioceli [mss β].|Gaioceli|
GJ|Gaioceli|Gaioceli||v. Graioceli [mss β].
Ge|
FG|
Lw|
YO|
PO|
WW||||
|galeti
LS|
GG|Galeti|Galeti|ōrum|m.||c. Caletes.|Galeti|
GJ|Galeti|Galeti||c. Caletes.
Ge|
FG|
Lw|
YO|
PO|
WW||||
|gommi
LS|
GG|gommi|gommi|indecl.|n.||v. cummi.|gommi|
GJ|gommi|gommi|indecl.|gomme.
Ge|
